Unnamed: 0,interpret_hlavni,track,youtube,delka
121599,James Bay,Hold Back The River,https://www.youtube.com/watch?v=mqiH0ZSkM9I,246.503
121624,Portless,5.15,https://www.youtube.com/watch?v=-WfjKMUiaLU,180.024
121628,Ellie Goulding,Love Me Like You Do,https://www.youtube.com/watch?v=725WlG1idPc,253.561
121634,Nicki Minaj,Bed Of Lies,https://www.youtube.com/watch?v=Fggfo6R5YbY,
121744,Pitbull,Time Of Our Lives,https://www.youtube.com/watch?v=TheUtUU3miE,230.62
121783,Maroon 5,Sugar,https://www.youtube.com/watch?v=09R8_2nJtjg,301.487
121795,Kelly Clarkson,Heartbeat Song,https://www.youtube.com/watch?v=Z2K6uxIFO6w,200.388
121813,Mirai,Dítě robotí,https://www.youtube.com/watch?v=jbnubyEmhSg,195.512
121814,Ne-Yo,Coming With You,https://www.youtube.com/watch?v=lv5RWCQsZIU,276.503
121816,Zhu,Faded,https://www.youtube.com/watch?v=zk3r-K8TQ5g,252.215
121831,Philip George,Wish You Were Mine,https://www.youtube.com/watch?v=d7ypnPjz81I,205.31
121832,The Weeknd,Earned It (Fifty Shades Of Grey),https://www.youtube.com/watch?v=NdDeWJRWsqY,251.936
121835,Marek Ztracený,O pravdě,https://www.youtube.com/watch?v=m8MKgu9LNNg,209.188
121839,Bakermat,Teach Me,https://www.youtube.com/watch?v=k9GrIodaeZI,188.615
121844,Adam Ďurica,Neľutujem,http://www.youtube.com/watch?v=sjgL1tnv6lc,210.604
121898,Omi,Cheerleader,https://www.youtube.com/watch?v=I_NVUZNsh2E,177.516
121906,James Newton Howard,The Hanging Tree,https://www.youtube.com/watch?v=14H8OzTzne4,
121923,Rihanna,FourFiveSeconds,https://www.youtube.com/watch?v=kt0g4dWxEBo,191.843
121937,Lenny Kravitz,The Chamber,https://www.youtube.com/watch?v=3ATxLct2jDo,297.401
121943,I Love Makonnen,Tuesday,http://www.youtube.com/watch?v=avFq9errZCk,275.574
121948,Chawki,It's My Life,https://www.youtube.com/watch?v=htBZ80aWEcU,215.597
122024,Taylor Swift,Style,https://www.youtube.com/watch?v=GgkSvnYGsEo,
122045,Sebastian,Toulavá,https://www.youtube.com/watch?v=pvpIN5A4WRU,192.888
122103,Kryštof,Srdcebeat,https://www.youtube.com/watch?v=wRPsl7Cq1HE,183.646
122118,David Guetta,What I Did for Love,https://www.youtube.com/watch?v=9fL5iWgWwno,189.056
122136,Sam Smith,Like I Can,https://www.youtube.com/watch?v=ixYFypXiEig,
122145,Flo Rida,GDFR,https://www.youtube.com/watch?v=F8Cg572dafQ,220.705
122236,Galantis,Runaway (U & I),https://www.youtube.com/watch?v=qgfv5x4vnjY,
122245,Charli Xcx,Doing It,https://www.youtube.com/watch?v=Km3agvlyRmM,247.013
122247,Ariana Grande,One Last Time,https://www.youtube.com/watch?v=BPgEgaPk62M,249.568
122317,Years,King,https://www.youtube.com/watch?v=g_uoH6hJilc,234.382
122323,Lost Frequencies,Are You With Me,https://www.youtube.com/watch?v=dQ2ufIOm7u0,141.246
122331,Giorgio Moroder,"Right Here, Right Now",https://www.youtube.com/watch?v=jbw1SkLBRdA&list=RDjbw1SkLBRdA,210.187
122339,Calvin Harris,Pray To God,https://www.youtube.com/watch?v=8FOBxcluXdk,242.88
122343,Johny Machette,Spasitelé,https://www.youtube.com/watch?v=hCm-BUdDcAo,223.027
122346,Radio Killer,It Hurts Like Hell,https://www.youtube.com/watch?v=l6-NGw2tIvQ,198.391
122348,Rixton,Me And My Broken Heart,https://www.youtube.com/watch?v=7JJfJgyHYwU,195.326
122431,Carly Rae Jepsen,I Really Like You,https://www.youtube.com/watch?v=77PzXCKDyVQ,204.567
122495,Jason Derulo,Want To Want Me,https://www.youtube.com/watch?v=X_mxDuaOOjI,209.629
122501,Major Lazer,Lean On,https://www.youtube.com/watch?v=N4ePSLnMzHg,
122508,Blonde,I Loved You,https://www.youtube.com/watch?v=1bx8CWi6JMQ,277.083
122527,Zedd,I Want You To Know,https://www.youtube.com/watch?v=67qworViFpY,239.072
122532,Oliver Heldens,Last All Night (Koala),https://www.youtube.com/watch?v=oZTKitVti4s,194.838
122619,Slza,Celibát,https://www.youtube.com/watch?v=4rE3z99GXfg,224.954
122628,Hozier,Someone New,https://www.youtube.com/watch?v=bPJSsAr2iu0,242.23
122638,Tove Lo,Talking Body,https://www.youtube.com/watch?v=AzRyxGBGiAE,236.889
122645,Kygo,Firestone,https://www.youtube.com/watch?v=KpAjHuzzMJc,232.733
122715,Chris Brown,Ayo,https://www.youtube.com/watch?v=50jzKk6V070,
122716,Jess Glynne,Hold My Hand,https://www.youtube.com/watch?v=cLyUcAUMmMY,242.346
122722,Meghan Trainor,Dear Future Husband,https://www.youtube.com/watch?v=mp7qWfDANrU,186.502
122728,Dj Fresh,Gravity,https://www.youtube.com/watch?v=ujlPY31ZAJQ,197.044
122739,Timmy Trumpet,Freaks,https://www.youtube.com/watch?v=fmQxJzhR_48,169.018
122740,Martin Solveig,Intoxicated,https://www.youtube.com/watch?v=94Rq2TX0wj4,194.142
122745,Kabát,Brousíme nože,https://www.youtube.com/watch?v=rOXjQsSHtzk,204.962
122746,Sofia Kalberg,Crazy in Love (Fifty Shades of Grey),https://www.youtube.com/watch?v=Jl8fV1jUQPs,190.542
122930,Wiz Khalifa,See You Again,https://www.youtube.com/watch?v=RgKAFK5djSk,237.424
122933,Hoodie Allen,All About It,https://www.youtube.com/watch?v=bvoA7fCOmf8,213.809
123008,Klingande,Riva (Restart The Game),https://www.youtube.com/watch?v=iNaZ6hPvwNE,265.822
123028,Natalie La Rose,Somebody,https://www.youtube.com/watch?v=HcL64Tnug_U,240.21
123031,Young Rising Sons,High,https://www.youtube.com/watch?v=MeQTnbwlVgM,169.923
123035,Enrique Iglesias,Noche Y De Dia,https://www.youtube.com/watch?v=m3We7p78XTo,284.026
123040,Vivaldianno,Město zrcadel,https://www.youtube.com/watch?v=g9Fi_20mnrE,227.184
123110,Madcon,Don't Worry,https://www.youtube.com/watch?v=y74UPiaK7u0,246.99
123117,David Guetta,Hey Mama,https://www.youtube.com/watch?v=LcJuYuVeF4E,
123191,Digital Fever,Hey Girl,https://www.youtube.com/watch?v=ipVYAWA8Ga0,185.225
123210,Walk The Moon,Shut Up and Dance,http://www.youtube.com/watch?v=U-uf7sjjXko,220.659
123217,Skrillex,Where Are Ü Now,https://www.youtube.com/watch?v=YKS1xjqEv8o,
123227,Petite Meller,Baby Love,https://www.youtube.com/watch?v=XDBJVgIVPcs,232.756
123237,Madonna,Ghosttown,https://www.youtube.com/watch?v=GgDxv0Qg_Rg,328.562
123337,Martin Garrix,Don't Look Down,https://www.youtube.com/watch?v=ZW2muvIKNh4,226.603
123349,Mike Candys,Last Man On Earth,https://www.youtube.com/watch?v=g9NvnsZVuBk,223.724
123429,Voxel,Jednou,https://www.youtube.com/user/VOXELofficial,
123441,Imagine Dragons,Shots,https://www.youtube.com/watch?v=ndtQ6ReXO-s,232.431
123447,Deorro,Five More Hours,https://www.youtube.com/watch?v=wtfrLr0BXzI,
123527,Lunchmoney Lewis,Bills,https://www.youtube.com/watch?v=_IrQHeDcMi8,216.479
123531,Eddie Stoilow,Back To Africa,https://www.youtube.com/watch?v=0ZPTJuOg0oI,239.746
123532,Hex,Indiánske leto,http://www.youtube.com/watch?v=sJzBMfMBCnU,219.567
123541,R.I.O.,Thinking of You,https://www.youtube.com/watch?v=z1gHKYqX0CE,210.256
123548,Dara Rolins,Chcem znamenie,https://www.youtube.com/results?search_query=dara+rolins+chcem+znamenie,
123621,Taylor Swift,Bad Blood,https://www.youtube.com/watch?v=QcIy9NiNbmo,245.016
123630,Alunageorge,You Know You Like It,https://www.youtube.com/watch?v=aBn7bjy9c4U,272.277
123632,Atmo Music,Ráno,https://www.youtube.com/watch?v=VLM8nOu5ejo,316.023
123633,Robin Schulz,Headlights,https://www.youtube.com/watch?v=vAEwLvxHVVk,229.018
123634,Felix Jaehn,Ain’t Nobody (Loves Me better),https://www.youtube.com/watch?v=5j1RCys4R0g,188.499
123635,Verona,Teď a tady,https://www.youtube.com/results?search_query=verona+te%C4%8F,
123637,Fifth Harmony,Worth It,https://www.youtube.com/watch?v=m45DTO8sKcE,225.86
123737,Avicii,Waiting For Love,https://www.youtube.com/watch?v=Zf5_R95dLmU,
123815,Nicky Jam,El Perdón,https://www.youtube.com/watch?v=ybm205q7Pd4,207.098
123821,Fetty Wap,Trap Queen,https://www.youtube.com/watch?v=i_kF4zLNKio,244.343
123830,Majk Spirit,Primetime,https://www.youtube.com/watch?v=rruOu2nIPHc,252.493
123831,Ed Sheeran,Photograph,https://www.youtube.com/watch?v=YYc9NPiVw7c,
123849,Thom Artway,I Have No Inspiration,https://www.youtube.com/watch?v=LLklH8cwUi4&feature=youtu.be,184.761
123878,Kryštof,Ty a já,https://www.youtube.com/watch?v=x9frV90XPag,255.233
123929,Jessie J.,Flashlight (from Pitch Perfect 2),https://www.youtube.com/watch?v=DzwkcbTQ7ZE&list=RDDzwkcbTQ7ZE,232.524
123949,Mika,Talk About You,https://www.youtube.com/watch?v=lhXezONsoJI,201.92
124011,Mandrage,Brouci,https://www.youtube.com/watch?v=PdhOnB-kvls,189.428
124020,Rybičky 48,Léto,https://www.youtube.com/watch?v=ms-jyuQtca4,
124027,Rachel Platten,Fight Song,https://www.youtube.com/watch?v=xo1VInw-SKc,205.148
124030,The Weeknd,Can’t Feel My Face,https://www.youtube.com/watch?v=dqt8Z1k0oWQ,215.759
124139,John Newman,Come and Get It,https://www.youtube.com/watch?v=I5exsScaHWo,221.611
124221,Lost Frequencies,Reality,https://www.youtube.com/watch?v=ilw-qmqZ5zY,169.505
124240,Nicki Minaj,The Night Is Still Young,https://play.google.com/store/music/album/Nicki_Minaj_The_Pinkprint?id=Bayfxzn7y5udfjdhpg2yyz3qdyy,
124242,Kygo,Stole The Show,https://www.youtube.com/watch?v=5gk_hf_AtA0,
124249,Alexandra Stan,We Wanna,https://www.youtube.com/watch?v=pJjjzarKotI,255.373
124316,Rita Ora,Poison,https://www.youtube.com/watch?v=Q1fGOG3XXIQ,293.685
124329,Flo Rida,"I Don't Like It, I Love It",https://www.youtube.com/watch?v=uuFGbxpLg94,225.86
124331,Sigma,Glitterball,https://www.youtube.com/watch?v=DQF5aHVOW5s,230.667
124338,Otto Knows,Next To me,https://www.youtube.com/watch?v=qYACMzn41MY,206.611
124342,Adam Lambert,Ghost Town,https://www.youtube.com/watch?v=Ix8ocFEMa1o,216.897
124343,Mans Zelmerlöw,Heroes,https://www.youtube.com/watch?v=3avE4Zsp14g,233.546
124346,Feder,Goodbye,https://www.youtube.com/watch?v=vxeontdHObU,
124425,Klara.,Home,https://www.youtube.com/watch?v=P9ZyJnzxro8,231.038
